	title	subtitle	level	links
135	Emprunter	Contracter un prêt  en mettant du bitcoin en garantie	Niveau 2	"{'Bitcoin Magazine (2023).Bitcoin-Backed Loans': 'https://bitcoinmagazine.com/guides/bitcoin-backed-loans', 'The ultimate guide to bitcoin-backed Loans. Unchained Capital': 'https://unchained.com/blog/ultimate-guide-bitcoin-loans/', 'Ciaran Lyons (2023). Home loans using crypto as collateral: Do the risks outweigh the reward? CoinTelegraph': 'https://cointelegraph.com/magazine/crypto-home-loan-bitcoin-mortgage-risky/', 'Leon Wankum (2023).why Bitcoin Is Pristine Collateral For Lending. Bitcoin Magazine': 'https://bitcoinmagazine.com/business/why-bitcoin-is-pristine-collateral', ""Noelle Acheson\xa0 (2021). Crypto Long & Short: Bitcoin's Potential as a Collateral Class. CoinDesk"": 'https://cointelegraph.com/magazine/crypto-home-loan-bitcoin-mortgage-risky/'}"
150	Devenir mineur de BTC	1. Processus graduel	Niveau 1	{'Comment miner des bitcoins : une introduction non technique. D-Central': 'https://d-central.tech/fr/comment-miner-des-bitcoins-une-introduction-non-technique/', 'The Basics of Mining Bitcoin at Home. Compass Mining': 'https://compassmining.io/education/how-to-mine-bitcoin-at-home-basics/', 'Bitmaker (2023). Build your Bitcoin Miner | NerdMiner v2 | LotteryMiner': 'https://www.youtube.com/watch?v=POUT2R_opDs', 'Silexperience (2023). Tuto NerdMiner v2': 'https://twitter.com/Silexperience/status/1646224015810347010'}
151	Devenir mineur de BTC	1. Processus graduel	Niveau 2	"{'Raymond Walsh (2021). The Plebs Guide to Bitcoin Mining at Home. BM': 'https://bitcoinmagazine.com/business/how-to-mine-bitcoin-easily-at-home', 'Bitcoin Magazine. Bitcoin\xa0Home Mining': 'https://bitcoinmagazine.com/tags/home-mining', ""Se préparer à l'exploitation minière de bitcoins à domicile. D-Central"": 'https://d-central.tech/fr/comment-se-preparer-a-lexploitation-miniere-de-bitcoins-a-domicile/'}"
152	Se chauffer en minant	Applications domestiques et professionnelles	Niveau 1	"{'Travis Bitckle (2023). Bitcoin home mining': 'https://twitter.com/bitckle/status/1645969834130264065', 'AFP/Valeria Mongelli (2022). Aux Pays-Bas, des tulipes poussent grâce au bitcoin [chauffage de serres, séchage de bulbes...]. Sciences et Avenir  - Couverture CNN Decoded (2023)': 'https://www.sciencesetavenir.fr/nature-environnement/aux-pays-bas-des-tulipes-poussent-grace-au-bitcoin_168191', 'DCX Immersion Mining (2022). Bitcoin mining warms a hotel, offices and workshop.': 'https://twitter.com/DCX_Immersion/status/1578812160641478656', 'Nicolas Drouin (2023). Bitcoin pool heater.': 'https://twitter.com/Crypto_Nic0/status/1641041425407115265?s=20', 'Documenting Bitcoin (2023). Profitable and sustainable hydroponic, fish hatchery, and heating systems.': 'https://twitter.com/DocumentingBTC/status/1618329338285522945?s=20&t=RC48hLL7CtWkutD91Qab0Q', ""J Willms (2021). North Vancouver to be world's 1st city heated by bitcoin. BM"": 'https://bitcoinmagazine.com/business/north-vancouver-to-be-worlds-first-city-heated-by-bitcoin-mining'}"
153	Se chauffer en minant	Applications domestiques et professionnelles	Niveau 2	"{'Kinetic Finance (2023). Warming Up to Bitcoin - The Future of Sustainable Heating? MintGreen': 'https://www.youtube.com/watch?v=nTRdmYX-0h8&t=51s', ""Bert de Groot (2022). Revue en détail, vidéos à l'appui, de l'expé. de minage en horticulture et d'autres cas d'usage par l'entreprise Bitcoin Brabant."": 'https://twitter.com/BdGBertdeGroot/status/1608332882577063938?s=20&t=A-57Xoc18z25uQPrfxYXqA', 'A. Vinot (2021). Bitcoin et énergie, baisser le coût de la chaleur grâce au minage à domicile. Parlons Bitcoin': 'https://parlonsbitcoin.com/podcasts/wisemining-et-energie', 'Hestiia. Réduisez vos factures avec une nouvelle source de chaleur': 'https://hestiia.com/fr'}"
154	Se chauffer en minant	Applications domestiques et professionnelles	Niveau 3	{'A. Vinot (2021). Miner du Bitcoin grâce à sa chaudière? Solution SATO. DB': 'https://www.youtube.com/watch?v=XoRnwviMGvE', 'Ajelex et Blob (2023). Attakaï : Le chauffage Bitcoin DIY ! DB': 'https://www.youtube.com/watch?v=gKoh44UCSnE', 'Ajelex et BlobOnChain (2023). Attakaï ! Le home-mining rendu possible et accessible! DB': 'https://decouvrebitcoin.fr/attakai-presentation/', 'BlobOnChain & Ajelex (2023). Attakaï : Réemploie de S9 pour se chauffer.\xa0DB': 'https://decouvrebitcoin.fr/thematique/attakai/'}
165	Mon commerce et Bitcoin	Apparaître sur la carte des commerces acceptant Bitcoin !	Niveau 1	"{""S'identifier sur la carte Bitcoin map"": 'https://btctouchpoint.com/fr/ressources/solutions-pratico-pratiques/#commerces'}"
166	Mon commerce et Bitcoin	Apparaître sur la carte des commerces acceptant Bitcoin !	Niveau 2	{'Ajelex (2023). BTC Map : la map des bitcoiners - Présentation, comment contribuer, statistiques...': 'https://www.youtube.com/watch?v=cMJDdQx9jl8&t=360s'}
167	Mon commerce et Bitcoin	Accepter Bitcoin dans son commerce	Niveau 1	{'Student of Bitcoin (2023). Take control of your payment using Bitcoin': 'https://twitter.com/studentofbtc/status/1636403569485299713', 'Découvre Bitcoin (2023). Swiss Bitcoin Pay : La solution pour accepter Bitcoin dans son commerce.': 'https://www.youtube.com/watch?v=_yAyJReq3Dg', 'Darth Coin (2023). Premiers pas pour accepter Bitcoin dans son commerce': 'https://decouvrebitcoin.fr/premiers-pas-pour-accepter-bitcoin-dans-son-commerce/', 'Coin SU (2023). Swiss Bitcoin Pay : 1 minute pour accepter Bitcoin dans votre commerce': 'https://www.youtube.com/watch?v=l9E6NDI72uY&t=103s', 'Mon commerce et le Bitcoin': 'https://docs.google.com/presentation/d/1AvrTcGBYX2tDYOcGo-a3AI2lB7dd-9ALGyxpTz8W5bY/edit#slide=id.p'}
168	Mon commerce et Bitcoin	Accepter Bitcoin dans son commerce	Niveau 3	"{""Lounès et Rogzy (2022). Tutoriel mise en place d'un LN-POS. DB"": 'https://www.youtube.com/watch?v=7-saQaNo9Vo'}"
169	Mon commerce et Bitcoin	Utiliser LNbits	Niveau 2	{'Claire Desombre (2022). Aperçu de la plateforme LNBits. DB': 'https://decouvrebitcoin.fr/lnbits-overview/', 'BTC Session (2022). LNbits Lightning Wallet ToolKit - Tutorial': 'https://www.youtube.com/watch?v=9cvxCL4ADE4', 'Jonathan Levi (2022). The Most Powerful App For Your Bitcoin Lightning Node... Ever!': 'https://www.youtube.com/watch?v=ZTjFalYeOlA', 'Silexperience (2023). Comment utiliser une bague NFC Bitcoin sur LNBits': 'https://twitter.com/Silexperience/status/1623662664726507523'}
170	Mon commerce et Bitcoin	Utiliser LNbits	Niveau 3	"{""Lounès et Rogzy (2022). Tutoriel mise en place d'un LN-POS. DB"": 'https://www.youtube.com/watch?v=7-saQaNo9Vo', 'LNbits. Free and open-source bitcoin point-of-sale': 'https://lnbits.github.io/lnpos/installer/'}"
171	Travailler dans Bitcoin	1. Trouver un  Bitcoin job !	Niveau 1	{'Annoncer et trouver un job sur Bitcoinerjobs.com': 'https://bitcoinerjobs.com/', 'Bitcoin Talent Co.': 'https://www.bitcointalent.co/job-seekers', 'E. Podwoski & A. Thomson (2023). How to Hire or Land a Job in Bitcoin. WiM': 'https://www.youtube.com/watch?v=9sa8ikwcjlU'}
172	Travailler dans Bitcoin	1. Trouver un  Bitcoin job !	Niveau 2	"{""Débloquer des opportunités de carrière grâce à des connaissances en réparation d'ASIC. D-Central"": 'https://d-central.tech/fr/debloquer-des-opportunites-de-carriere-grace-a-des-connaissances-en-reparation-dasic/'}"
173	Travailler dans Bitcoin	1. Trouver un  Bitcoin job !	Niveau 3	{'Buildonl2.com The community for Bitcoin builders': 'https://www.buildonl2.com/'}
174	Être payé en Bitcoin	Gagner  des sats	Niveau 1	"{""Obtenir des Bitcoins en travaillant ! (c'est possible) - ADB"": 'https://www.youtube.com/watch?v=R3NWkS7x4A8&list=PLinTFKehfR4wGzSb41gAaFFImT9c_hrJV&index=18', 'Obtenir des Bitcoin. Bitcoin.fr': 'https://bitcoin.fr/obtenir-des-bitcoins/', 'Anyone Can Earn Bitcoin. Millions of people are stacking sats for playing games, listening to podcasts, taking phone calls, sharing content... Stack Sats': 'https://www.stacksats.how/', 'Earn Bitcoin From Home. African Bitcoiners': 'https://bitcoiners.africa/places-to-earn-sats/', 'Gagnez du bitcoin sur chacune de vos dépenses. Bitstack': 'https://www.bitstack-app.com/carte'}"
175	Être payé en Bitcoin	Gagner  des sats	Niveau 2	{'Choose Bitcoin (2022). Accepter les dons en bitcoin : Payment Widget': 'https://choose-bitcoin.com/fr/payment-widget-accepter-dons-bitcoins/'}
198	Eviter les pièges et arnaques	Identifier  les risques	Niveau 1	{'Pièges et conseils pour les éviter': 'https://btctouchpoint.com/fr/premiers-pas/pieges-et-principes/#pieges', 'Comment acheter des bitcoins sans se faire arnaquer. Bitcoin.fr': 'https://bitcoin.fr/comment-acheter-des-bitcoins-sans-se-faire-arnaquer/', 'Fraude et Arnaque en Cryptomonnaie. Cours LvL 0.1 ADB': 'https://www.youtube.com/watch?v=LeyI3CBw2g4&list=PLinTFKehfR4wGzSb41gAaFFImT9c_hrJV&index=2', '10 Ways to lose your Bitcoin - Bitcoiner.guide': 'https://bitcoiner.guide/lostbitcoin/'}
199	Eviter les pièges et arnaques	Identifier  les risques	Niveau 2	{'Loïc Morel (2023). Eviter les arnaques et piratages sur Bitcoin. Bitstack': 'https://www.bitstack-app.com/blog/eviter-arnaques-piratages-bitcoin', 'Stephen Hall (2023). What happens to my bitcoin if an exchange fails? Unchained Capital': 'https://unchained.com/blog/bitcoin-exchange-bankrupt/'}
200	Sécurité	Mettre en place  les bonnes pratiques	Niveau 1	{'Sécurité informatique & gestion des données. Cours Secu 101 - ADB': 'https://academie.decouvrebitcoin.fr/courses/secu-101-securite-informatique-gestion-des-donnees/', 'Sécurité en ligne pour Bitcoin. Cours LvL 0.2 - ADB': 'https://www.youtube.com/watch?v=d9Ccy17yWB0&list=PLinTFKehfR4wGzSb41gAaFFImT9c_hrJV&index=3', 'Conseil N°3 - Ne parle pas de tes Bitcoins. ADB': 'https://www.youtube.com/watch?v=tL1hMEpxzA4&list=PLinTFKehfR4wGzSb41gAaFFImT9c_hrJV&index=24', 'Choisir sa sécurité Bitcoin - Bitcoin 101 - ADB': 'https://www.youtube.com/watch?v=qhjEJuJHRf8&list=PLinTFKehfR4zX1E6s5ik1oSvQlQysUt6D&index=9', 'Change de sécurité si besoin ! ADB': 'https://www.youtube.com/watch?v=CMu5hhXQ_Zw'}
201	Sécurité	Mettre en place  les bonnes pratiques	Sécurité informatique & gestion des données. Cours Secu 101 - ADB	"{'Loïc Morel (2023). 7 astuces pour améliorer la sécurité de votre portefeuille Bitcoin. Bitstack': 'https://www.bitstack-app.com/blog/astuces-ameliorer-securite-bitcoins', 'Risque de cambriolage. ADB': 'https://www.youtube.com/watch?v=QD5OwROq_os&t=1s', ""Graver la liste de 24 mots dans l'acier. ADB"": 'https://www.youtube.com/watch?v=AnsSfGeeUP0', 'La sécurité Bitcoin. DB': 'https://decouvrebitcoin.fr/thematique/securite/', 'Stephen Hall (2023). Seed phrases are forever: paper, metal, and other backups. Unchained': 'https://unchained.com/blog/how-to-store-seed-phrase-safe-deposit-box/', 'Stephen Hall (2023). How to store a bitcoin seed phrase in a safe deposit box. Unchained Capital': 'https://unchained.com/blog/how-to-store-seed-phrase-safe-deposit-box/', 'Doc Marmott, Loïc Morel, et Seedkeeper (2022). Générer et protéger sa seed': 'https://twitter.com/bitcoinpointfr/status/1570425374508548096', 'Loïc Morel (2023). Self-custody : Top 4 des erreurs à éviter. Bitstack': 'https://www.bitstack-app.com/blog/4-erreurs-de-debutants-bitcoin', ""Wilf (2023). Maslow's hierarchy for Bitcoin privacy"": 'https://twitter.com/WilfIntheNight/status/1652694963099164674', ""Hari Seldon (2023). Vérifier la sauvegarde d'un portefeuille Bitcoin avec Tails en moins de 5 minutes"": 'https://agora256.com/verifier-sa-sauvegarde-de-portefeuille-bitcoin-avec-tails/'}"
202	Sécurité	Mettre en place  les bonnes pratiques	Niveau 2	{'Alex Waltz (2023). Liana v1.0 is out!': 'https://twitter.com/raw_avocado/status/1658099154571218949', 'Southern Bitcoiner (2023). How to build a SeedSigner: DIY hardware wallet': 'https://www.youtube.com/watch?v=mGmNKYOXtxY', 'Jameson Lopp. Metal Bitcoin Seed Storage Reviews. Stress tests and reviews of seed storage devices.': 'https://jlopp.github.io/metal-bitcoin-storage-reviews/', 'Stevenot and Hall (2023). Faraday bags: Do you need one for your bitcoin hardware wallet? Unchained Capital': 'https://unchained.com/blog/faraday-bag-bitcoin/'}
203	Sécurité	Sécurité en  voyage	Niveau 2	{'Ron Stoner (2022). Bitcoin security tips to help you while traveling. CasaBlog': 'https://blog.keys.casa/travel-tips-for-bitcoin-security/', 'Stephen Hall (2023). 7 tips for traveling with bitcoin keys. Unchained Capital': 'https://unchained.com/blog/7-tips-traveling-bitcoin/', 'Primal.net/mtc (2022). Border Wallets': 'https://twitter.com/GhostofMTC/status/1549779609566191616'}
204	Confidentialité	1.  Bonnes pratiques en matière de confidentialité	Niveau 1	{'Scoresby (2023). Take your online privacy seriously': 'https://twitter.com/BitcoinScoresby/status/1647937817425633284', 'Seulement NoKYC. Bitcoiner.guide': 'https://bitcoiner.guide/nokyconly/fr/', 'Odell (2022). Why Bitcoiners Should Care About Using Bitcoin Privately': 'https://www.discreetlog.com/why-bitcoiners-should-care-about-using-bitcoin-privately/'}
205	Confidentialité	1.  Bonnes pratiques en matière de confidentialité	Seulement NoKYC. Bitcoiner.guide	"{""KYCNOT.ME. Analyse comparative exhaustive des différentes solutions d'achat pair à pair."": 'https://kycnot.me/', 'Bitcoin Privacy Guide: A beginner guide to Bitcoin privacy. Bitcoiner.guide': 'https://bitcoiner.guide/privacy/', 'BM (2022). How to buy Bitcoin anonymously: a privacy and security guide.': 'https://bitcoinmagazine.com/guides/how-to-buy-bitcoin-anonymously#section-3-where-to-buy-bitcoin-anonymously', 'Stephen Hall (2023). 9 ways to use bitcoin more privately Unchained': 'https://unchained.com/blog/how-to-use-bitcoin-privately/', ""Sovereignty Toolkit: A list of tools to help you opt out of today's surveillance systems - Bitcoiner Guide"": 'https://bitcoiner.guide/toolkit/', 'Bitcoin Privacy Returns: Seth for Privacy and Bitcoin Q&A': 'https://www.youtube.com/watch?v=7FNUKkrG_9A', 'UTXO -Bitcoiner.guide': 'https://btctouchpoint.com/wp-content/uploads/2023/05/UTXO-QA.jpg', 'Tom Honzik (2023). What is a bitcoin UTXO and why do they matter? Unchained': 'https://unchained.com/blog/what-is-a-utxo-bitcoin/', 'Calle (2023). Scaling Bitcoin Privacy with Calle. What Bitcoin Did': 'https://www.youtube.com/watch?v=kUJmHo990Fk'}"
206	Confidentialité	2.  Coinjoin	Niveau 2	{'L. Morel (2023). Tribune sur le KYC et l’identification des bitcoins onchain. DB': 'https://decouvrebitcoin.fr/tribune-sur-le-kyc-et-lidentification-des-bitcoins-onchain/', 'Choose Bitcoin (2022). Mixage avec Sparrow wallet et Samouraï Whirlpool': 'https://choose-bitcoin.com/fr/mixage-bitcoin-sparrow-wallet-samourai-whirlpool/', 'Loïc Morel (2022). Comprendre et utiliser le CoinJoin sur Bitcoin.': 'https://www.pandul.fr/post/comprendre-et-utiliser-le-coinjoin-sur-bitcoin', 'BTC Sessions (2022). NON KYC BITCOIN - Buy, Mix & Store, Full Tutorial': 'https://www.youtube.com/watch?v=4gfmm8x2F9M&list=PLxdf8G0kzsUUWgjZRHEOEz7vSST9cXwMJ&index=4', 'Tom Honzik (2023). What is a CoinJoin and how do they work? Unchained Capital': 'https://unchained.com/blog/what-is-coinjoin/', 'M. Odell & Bitcoin Q&A (2022). Coinjoins in Citadel Dispatch E43: bitcoin for beginners': 'https://www.youtube.com/watch?v=OxdgmDxOMRY&t=4562s', 'BTC Sessions (2019). Wasabi Wallet: Bitcoin Privacy Using Coinjoin)': 'https://www.youtube.com/watch?v=ECQHAzSckK0&list=PLxdf8G0kzsUVzpmuXsCjtm3XWblNzdeEL&index=4', 'BTC Sessions (2022). Using Whirlpool Coinjoin In Sparrow Wallet - Retain Your Bitcoin Privacy.': 'https://www.youtube.com/watch?v=6TcUY2yU41w', 'Parlons Bitcoin (2022). Wasabi vs. Samouraï, quel wallet pour ses ConJoin ?': 'https://parlonsbitcoin.com/podcasts/wasabi-vs-samourai'}
207	Confidentialité	2.  Coinjoin	Niveau 3	{'Mobile Coinjoin with Whirlpool on Samourai Wallet. Bitcoiner.Guide': 'https://bitcoiner.guide/mobilecoinjoin/', 'Loïc Morel (2023). Combien faut-il faire de remix sur Whirlpool ?': 'https://www.pandul.fr/post/combien-faut-il-faire-de-remix-sur-whirlpool', 'Tom Honzik (2023). UTXOs, addresses, and CoinJoins: Preserving privacy in a bitcoin economy. Unchained Capital': 'https://unchained.com/blog/bitcoin-utxo-privacy/'}
228	Généralités	Le cadre français	Niveau 1	"{'Fiscalité de Bitcoin en 2021. ADB': 'https://academie.decouvrebitcoin.fr/lessons/bonus-fiscalite-de-bitcoin-en-2021-interview-avec-un-avocat-fiscaliste/', 'ORWL & le métier d\'avocat ""Bitcoin"" - 2021. ADB': 'https://www.youtube.com/watch?v=JVp6Mz4UIZI'}"
229	Généralités	Le cadre français	Niveau 2	{'Cryptoast (2021). Fiscalité des cryptomonnaies en 2021 : le point avec ORWL Avocats.': 'https://www.youtube.com/watch?v=pWOnkUqc7pc'}
230	Pour les particuliers	Se mettre en conformité à titre personnel	Niveau 1	{'Waltio (2023). Comment déclarer mes cryptomonnaies en 2023 ? Bitstack': 'https://www.bitstack-app.com/blog/comment-declarer-mes-cryptomonnaies-en-2023', 'Mon conseil fiscal (2023). Fiscalité crypto 2023 vs optimisation fiscale crypto': 'https://www.youtube.com/watch?v=MRUn7HhxHQ8', 'Chérine Hosny (2023). Déclaration IR Cryptos : Un guide pratique en 2 parties.': 'https://twitter.com/CherineHosny/status/1655876800961028099'}
231	Pour les particuliers	Se mettre en conformité à titre personnel	Niveau 2	{'La fiscalité Bitcoin pour les Particuliers - France 2021. ADB': 'https://www.youtube.com/watch?v=rJtsy3b3ImI&t=25s', 'Mon conseil fiscal (2022). Comment optimiser la fiscalité de vos cryptomonnaies. Playlist': 'https://www.youtube.com/playlist?list=PL2lB81J966f4IbGkQzcqbq2bivKaZ6P2L'}
232	Pour les professionnels	Se mettre en conformité à titre professionnel	Niveau 2	{'Le PSAN & notre crypto-nation Française en 2021. ADB': 'https://www.youtube.com/watch?v=edL4-b1DZsg&t=5s', 'La fiscalité Bitcoin pour les Professionnels - France 2021. ADB': 'https://www.youtube.com/watch?v=c1t9HvZguJQ&t=1s'}
243	Utiliser Liquid	1. Prendre en main Liquid !	Niveau 1	"{""BTC Session (2021). How To Use Bitcoin's Liquid Network"": 'https://www.youtube.com/watch?v=jMDRWHBrQUc'}"
244	Utiliser Liquid	1. Prendre en main Liquid !	Niveau 2	"{""BTC Session (2021). How To Use Bitcoin's Liquid Network - SideSwap"": 'https://www.youtube.com/watch?v=bbo-eq6KwdY'}"
245	Ordinals, Stamps, BRC-20....	1. Graver des  inscriptions immuables sur Bitcoin	Niveau 2	"{'Gilles Cadignan (2023) Ordinals : La forme finale des NFT': 'https://www.ordinalz.net/ordinals-la-forme-finale-des-nft/', 'Grand Angle Crypto (2023) Un nouveau protocole qui menace (vraiment) Bitcoin': 'https://www.youtube.com/watch?v=Vhx4INAQIYo', 'Marty Bent (2023) Your mempool is full, bro.': 'https://tftc.io/martys-bent/issue-1341/', ""Grand Angle Crypto (2023) La folie des BRC-20 Bitcoin. La fin d'Ethereum ?!"": 'https://www.youtube.com/watch?v=DWZMoXA9xCA&t=1s', 'Tuur Demeester (2023) Inscriptions & High Fees On Bitcoin L1.Preston Pysh': 'https://www.youtube.com/watch?v=1f9ngGdcnsE', 'Grittoshi (2023). BRC-20 : résumé du machin': 'https://twitter.com/Grittoshi/status/1653744508670967810'}"
246	Crowfunding	Mobiliser le  soutien de la communauté	Niveau 1	{'Geyser Transform your Bitcoin ideas into real-life projects, Through the support of your community.': 'https://geyser.notion.site/Geyser-2dd9468a27e84531bcbcbe89c24d7f09', 'Zone Bitcoin (2023). Geyser : Le crowdfunding pour soutenir des projets en bitcoin': 'https://zonebitcoin.co/geyser-crowdfunding-bitcoin/'}
247	Crowfunding	Mobiliser le  soutien de la communauté	Niveau 2	{'Matt Odell (2022). Citadel Dispatch E57: Bitcoin Crowdfunding & Donations with @coinjoiner, @pavlenex, and Tony': 'https://chowcollection.medium.com/matt-odell-citadel-dispatch-e57-bitcoin-crowdfunding-donations-with-coinjoiner-pavlenex-6e30817b7736'}
248	Expérimentations ludiques	1. Bitcoin, Lightning et le  gaming	Niveau 1	{'Colin Harper (2021). These Gaming Studios Are Bringing Bitcoin Payouts to Everyday Esport Gamers. Coindesk': 'https://www.coindesk.com/tech/2021/02/11/these-gaming-studios-are-bringing-bitcoin-payouts-to-everyday-esport-gamers/', 'Sam Day - Gamertron': 'https://sites.google.com/nathanday.net/gamertron/'}
249	Expérimentations ludiques	1. Bitcoin, Lightning et le  gaming	Niveau 2	{'Moritz Kamminski and Oleg Mikhalsky (2021). Bitcoin in Gaming. BM': 'https://bitcoinmagazine.com/culture/bitcoin-in-video-games', 'André Neves (2023). Bitcoin Integration Into Gaming. Preston Pysh': 'https://www.youtube.com/watch?v=gcqlkYGBwr0'}
250	Nostr	1. Protocole de  communication P2P résistant à la censure	Niveau 1	{'Anil (2023). A beginner-level intro to nostr': 'https://twitter.com/anilsaidso/status/1611519739813310466', 'Cgi-bin (2023). Guide de bienvenue sur Nostr': 'https://habla.news/a/naddr1qqxnzd3cxyunqvfhxy6rvwfjqyt8wumn8ghj7mn0wd68ytnfdehhxarp9e3kxtcpremhxue69uhkummnw3ez6ur4vgh8wetvd3hhyer9wghxuet59uq3camnwvaz7tmjv4kxz7fwdehhxarjdakk7tnnda3kjctv9uq37amnwvaz7tmwdaehgu3wwdjhg6rxdae8qunfweskx7fwvdhk6tczyzd9w67evpranzz2jw4m9wcygcyjhxsmcae6g5s58el5vhjnsa6lgqcyqqq823c3vmxen', 'FranklynHart (2023). Comment utiliser Nostr en 2023 : Un guide pour débutant': 'https://agora256.com/nostr/', 'Nostr.how (2023). Guides, ressources...': 'https://nostr.how/fr/what-is-nostr', 'Nostr.fr (2023). Guides, ressources...': 'https://nostr.fr/', 'Alby (2023). The 2-minute Alby guide to Nostr': 'https://blog.getalby.com/the-2-minute-alby-guide-to-nostr/', 'Cgi-bin (2023). npub de la communauté francophone': 'https://habla.news/a/naddr1qqyrve3hvyux2cnxqyf8wumn8ghj7ur4wfcxcetsv9njuetnqyxhwumn8ghj7mn0wvhxcmmvqy08wumn8ghj7mn0wd68yttjv4kxz7fwdehkkmm5v9ex7tnrdakszynhwden5te0danxvcmgv95kutnsw43qz9rhwden5te0wfjkccte9ejxzmt4wvhxjmcpzpmhxue69uhkummnw3ezuamfdejsygy62a4ajcz8mxyy4yatk2asg3sf9wdph3mn53fpg0nlge098pm47spsgqqqw4rsd4mjyv', 'Lebeck (2023). Présentation de Nostr au Meetup Bitcoin de Lausanne': 'https://www.youtube.com/watch?v=Cc7ZAtSyZdk&t=966s'}
251	Nostr	1. Protocole de  communication P2P résistant à la censure	Niveau 2	{'Austrich.net (2023). Guides, Ressources...': 'https://www.austrich.net/nostr/', 'JohOnChain (2022). Nostr – Le futur des réseaux sociaux. Découvre Bitcoin': 'https://decouvrebitcoin.fr/nostr/', 'Marty Bent (2023). The potential power of Nostr': 'https://tftc.io/martys-bent/issue-1310-the-potential-power-of-nostr/', 'W. Casarin (2023). Nostr - Decentralized Social Media & Bitcoin - Preston Pysh': 'https://www.youtube.com/watch?v=8GhEezzto4Y', 'Pablo Fernandez (2023). How Nostr Works And The Mind-Blowing Implications For Freedom & Prosperity - John Vallis Bitcoin Rapid-Fire': 'https://www.youtube.com/watch?v=634DvERKauA', 'Birdflip (2023). A decentralized alternative to Shopify, Etsy...: Nostr web store': 'https://twitter.com/birdfIip/status/1657527209265963009'}
252	Nostr	1. Protocole de  communication P2P résistant à la censure	Niveau 3	{'Gregory, Youssef and Riard (2023). Civ Kit: A P2P Electronic Market System': 'https://github.com/civkit/paper/blob/main/civ_kit_paper.pdf'}
